,popularity,artist_rank,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,streams
326,127,5050,0.311,0.485,-5.726,0.0365,0.701,0.0,0.0726,0.225,77.355,208827,1077734
327,128,4965,0.613,0.631,-6.965,0.12,0.0663,0.0,0.169,0.33,149.992,158033,1075131
328,129,701,0.72,0.613,-6.899,0.0572,0.185,0.0,0.155,0.857,84.974,182199,1070010
329,130,36,0.905,0.647,-5.065,0.107,0.0187,0.0,0.282,0.367,130.97,190534,1069038
330,131,540,0.88,0.483,-7.012,0.0505,0.0185,8.68e-06,0.0607,0.827,124.009,342613,1059627
331,132,90,0.598,0.526,-8.659,0.0415,0.129,0.0,0.14,0.529,123.935,168387,1058830
332,133,158,0.812,0.747,-4.611,0.15,0.31,0.00412,0.1,0.488,168.025,198500,1058187
333,134,721,0.677,0.766,-6.896,0.0568,0.0219,6.81e-06,0.129,0.198,123.062,190488,1057468
334,135,9,0.814,0.714,-4.65,0.207,0.297,4.89e-06,0.091,0.789,176.013,345241,1057415
335,136,1,0.8,0.56,-4.818,0.261,0.057,0.0,0.134,0.45,163.071,200221,1055686
336,137,5362,0.813,0.415,-5.926,0.0349,0.777,0.0,0.131,0.667,91.921,170345,1051896
337,138,278,0.599,0.914,-2.415,0.0629,0.5,0.0,0.694,0.831,168.008,182977,1049303
338,139,8,0.598,0.427,-8.764,0.0317,0.0546,5.83e-06,0.21,0.0605,76.469,175721,1045962
339,140,446,0.834,0.663,-6.143,0.133,0.235,0.0,0.372,0.774,121.876,146523,1044994
340,141,18,0.748,0.524,-5.599,0.0338,0.414,0.0,0.111,0.661,95.01,244960,1034334
342,143,29,0.808,0.745,-5.26,0.342,0.145,0.0,0.292,0.829,165.995,210800,1027986
343,144,5094,0.621,0.601,-5.616,0.148,0.0522,0.0,0.46,0.457,116.735,163636,1026129
344,145,211,0.735,0.478,-12.472,0.0293,0.189,2.48e-06,0.355,0.947,107.682,262960,1025087
346,147,36,0.48,0.602,-6.335,0.368,0.487,0.0,0.0848,0.269,179.798,213333,1012980
347,148,5268,0.744,0.619,-9.805,0.039,0.598,0.00372,0.231,0.641,112.997,188387,1004749
348,149,4965,0.685,0.692,-5.122,0.0457,0.328,0.0,0.153,0.578,159.966,240051,1004461
349,150,5367,0.854,0.525,-4.426,0.214,0.819,0.0,0.146,0.63,97.054,197587,1001220
350,151,36,0.548,0.805,-5.732,0.351,0.212,0.000389,0.408,0.648,142.094,216387,998055
351,152,7,0.647,0.844,-3.756,0.0457,0.0137,0.000658,0.102,0.746,146.967,193829,992763
352,153,4982,0.462,0.24,-12.077,0.0377,0.92,0.0,0.113,0.32,171.319,244000,987324
353,154,102,0.464,0.473,-10.086,0.129,0.866,0.0,0.109,0.604,75.801,208687,987019
354,155,165,0.731,0.675,-5.134,0.0434,0.00473,0.0,0.141,0.298,124.939,139461,983819
355,156,4962,0.735,0.791,-4.462,0.0679,0.0529,0.000146,0.145,0.697,168.087,217240,981474
356,157,64,0.778,0.824,-5.892,0.0707,0.284,0.0,0.405,0.758,100.024,218093,980645
357,158,17,0.707,0.924,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,980333
358,159,3,0.585,0.52,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801,218147,975823
360,161,5017,0.812,0.761,-5.222,0.0812,0.0465,0.000135,0.0601,0.344,130.032,182956,966032
361,162,53,0.752,0.62,-5.536,0.0509,0.309,0.0,0.075,0.962,117.399,164459,965588
362,163,61,0.945,0.582,-8.357,0.0719,0.114,0.0,0.103,0.907,108.025,168906,961426
363,164,5044,0.792,0.793,-6.185,0.0841,0.0872,0.0,0.22,0.775,123.031,156578,960837
364,165,5312,0.632,0.953,-1.283,0.0325,0.317,0.0,0.125,0.798,160.061,186533,955319
365,166,5255,0.671,0.373,-18.064,0.0323,0.257,8.01e-05,0.0481,0.732,92.718,295893,955306
367,168,6202,0.573,0.902,-7.638,0.054,0.018,0.00125,0.0928,0.876,84.412,225280,942830
368,169,8,0.834,0.73,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008,312820,941584
369,170,2500,0.904,0.723,-5.224,0.26,0.0631,0.0,0.185,0.835,145.013,227478,937287
370,171,7,0.868,0.693,-7.052,0.181,0.0597,0.00399,0.106,0.396,114.999,156911,935605
371,172,355,0.92,0.654,-3.051,0.0401,0.0236,0.0158,0.0359,0.847,117.046,293827,934585
372,173,5557,0.711,0.592,-7.136,0.23,0.758,0.0,0.156,0.535,124.749,141224,933735
373,174,5046,0.782,0.559,-7.106,0.0767,0.125,0.0,0.385,0.685,129.992,188344,928978
374,175,4963,0.667,0.719,-5.371,0.0346,0.00285,8.1e-05,0.0736,0.717,100.021,237520,927234
375,176,2,0.665,0.697,-4.819,0.154,0.427,1.39e-05,0.599,0.556,94.053,216747,922141
376,177,81,0.779,0.705,-3.895,0.0344,0.369,7.91e-06,0.124,0.946,101.022,178374,918435
377,178,2,0.811,0.683,-2.028,0.241,0.46,4.75e-05,0.128,0.571,176.037,190101,917623
378,179,6,0.704,0.225,-14.454,0.0994,0.902,0.657,0.106,0.243,120.006,245426,914889
379,180,4980,0.687,0.792,-2.749,0.0452,0.191,0.0,0.167,0.671,100.015,214290,914507
380,181,2500,0.723,0.704,-7.088,0.0571,0.0259,0.00109,0.792,0.684,105.095,214935,912433
382,183,56,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,912244
384,185,5321,0.5,0.748,-9.072,0.0363,0.127,0.0,0.447,0.514,118.852,250987,911690
386,187,2,0.816,0.726,-3.998,0.129,0.099,0.0,0.372,0.65,136.048,253390,905797
387,188,7,0.791,0.862,-3.24,0.11,0.037,2.19e-05,0.0814,0.592,123.994,214847,900924
388,189,5019,0.695,0.872,-3.65,0.0868,0.334,0.0,0.954,0.646,121.843,169593,897284
389,190,4989,0.818,0.803,-4.282,0.0797,0.034,0.0,0.153,0.632,106.97,225983,892291
390,191,1,0.754,0.449,-9.211,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,887402
391,192,552,0.69,0.813,-5.084,0.0997,0.0968,0.000324,0.109,0.704,108.078,195658,879683
392,193,4965,0.671,0.529,-7.226,0.307,0.0769,0.000335,0.0856,0.203,161.989,165820,878977
393,194,6257,0.543,0.87,-6.514,0.0428,0.358,0.000939,0.792,0.754,100.804,230400,876108
394,195,5350,0.682,0.7,-5.591,0.0397,0.406,0.0,0.174,0.637,120.03,186878,874224
395,196,2500,0.88,0.626,-7.062,0.0473,0.19,0.000755,0.094,0.441,105.01,251429,874006
397,198,107,0.856,0.609,-7.223,0.0824,0.00801,8.15e-05,0.0344,0.928,114.988,269667,869870
398,199,4968,0.872,0.391,-9.144,0.242,0.469,4.13e-06,0.297,0.437,134.021,119133,869265
416,17,12,0.724,0.491,-6.024,0.0296,0.018,1.29e-05,0.0887,0.383,105.046,170746,2699280
418,19,13,0.505,0.34,-9.005,0.0438,0.576,0.0,0.21,0.0916,101.993,206459,2530161
419,20,4960,0.886,0.672,-4.394,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024,2496428
423,24,2,0.786,0.808,-3.702,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,2244439
424,25,4,0.64,0.647,-8.114,0.186,0.124,0.0,0.0801,0.546,92.979,197867,2158876
426,27,12,0.769,0.787,-3.909,0.367,0.189,0.0,0.129,0.836,126.77,159715,2077694
427,28,2500,0.559,0.491,-6.406,0.0346,0.0567,0.0,0.0992,0.114,153.131,244874,2040997
428,29,4963,0.531,0.75,-5.831,0.111,0.00632,7.6e-05,0.117,0.198,169.954,200080,2030149
429,30,33,0.878,0.619,-5.56,0.102,0.0533,0.0,0.113,0.639,136.041,157067,2024734
431,32,11,0.879,0.703,-4.219,0.0701,0.143,0.0,0.0569,0.788,94.004,199711,1947821
433,34,45,0.816,0.629,-5.568,0.226,0.133,0.0,0.0692,0.714,96.493,131607,1861987
435,36,5043,0.651,0.631,-5.717,0.0896,0.519,0.000579,0.165,0.35,127.994,154424,1860506
437,38,131,0.474,0.631,-5.884,0.343,0.0687,0.0,0.132,0.425,180.051,189323,1852720
438,39,4978,0.477,0.682,-4.931,0.0925,0.153,0.0,0.0763,0.345,110.567,202205,1747155
439,40,2500,0.668,0.892,-3.001,0.0645,0.298,0.0,0.735,0.478,95.927,159011,1721236
440,41,4977,0.881,0.457,-8.191,0.156,0.0327,0.0,0.231,0.296,136.97,198913,1719988
441,42,2500,0.857,0.621,-6.376,0.0825,0.148,0.0,0.0865,0.668,97.989,204467,1711573
442,43,2,0.754,0.646,-5.795,0.317,0.152,1.85e-05,0.108,0.429,176.089,242573,1678283
443,44,4988,0.654,0.672,-5.98,0.311,0.471,0.0,0.0781,0.343,181.857,249520,1654813
444,45,90,0.677,0.744,-6.806,0.0295,0.0404,0.00016,0.074,0.631,124.08,152913,1632440
445,46,119,0.654,0.63,-4.644,0.0259,0.153,0.0,0.111,0.43,89.991,167693,1623320
446,47,5140,0.843,0.39,-7.899,0.0846,0.178,0.0,0.137,0.495,129.972,160627,1622338
447,48,4960,0.61,0.624,-4.773,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,1607611
448,49,9,0.817,0.665,-6.224,0.0758,0.0549,0.0,0.103,0.662,104.957,215460,1601092
449,50,57,0.883,0.668,-2.957,0.113,0.11,0.000529,0.0734,0.676,87.972,226533,1570584
450,51,8,0.802,0.591,-4.895,0.225,0.0104,0.0,0.196,0.309,139.864,157712,1509255
453,54,408,0.619,0.459,-5.782,0.0334,0.56,0.0,0.137,0.498,126.803,184280,1481864
456,57,2,0.806,0.786,-3.831,0.0741,0.145,0.0,0.0935,0.58,91.973,309120,1465287
457,58,2500,0.734,0.836,-4.803,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,1432185
458,59,4966,0.658,0.901,-2.814,0.0357,0.0478,0.0,0.12,0.708,93.979,210520,1429472
459,60,5072,0.735,0.369,-9.682,0.0688,0.334,0.0,0.126,0.235,140.004,222997,1403957
460,61,3,0.58,0.653,-3.818,0.0745,0.447,0.0,0.111,0.175,150.231,174960,1399710
461,62,25,0.809,0.545,-6.678,0.0735,0.392,0.0,0.151,0.244,97.008,180435,1375283
462,63,54,0.719,0.704,-4.724,0.0476,0.0691,0.0,0.166,0.628,133.002,187436,1367118
463,64,5,0.717,0.653,-5.634,0.0658,0.229,0.0,0.101,0.412,106.966,207320,1359654
464,65,5070,0.745,0.642,-6.257,0.287,0.0204,0.0,0.0658,0.226,179.974,131240,1354026
465,66,2500,0.817,0.781,-4.178,0.112,0.00838,5.21e-06,0.123,0.359,104.0,216707,1352072
467,68,77,0.842,0.734,-5.065,0.0588,0.0427,0.0,0.106,0.952,137.958,181027,1318953
468,69,2500,0.851,0.541,-6.825,0.0505,0.568,0.0,0.13,0.448,124.959,235545,1317328
469,70,3,0.829,0.539,-7.359,0.208,0.136,1.78e-06,0.103,0.388,99.96,149547,1315015
470,71,2500,0.694,0.758,-2.986,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195,1308311
471,72,152,0.737,0.86,-2.652,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,1295195
472,73,6,0.367,0.111,-14.084,0.0972,0.978,3.97e-05,0.0897,0.198,82.642,196077,1292531
474,75,528,0.737,0.828,-4.711,0.0396,0.0149,0.000588,0.0862,0.517,124.051,208474,1286718
475,76,4995,0.575,0.621,-8.165,0.032,0.0392,0.0045,0.141,0.27,101.987,172213,1284613
476,77,23,0.693,0.678,-7.159,0.0324,0.0151,5.71e-06,0.101,0.404,103.952,228267,1264785
477,78,118,0.715,0.624,-3.046,0.114,0.11,0.0,0.123,0.412,158.087,173325,1262215
481,82,2,0.882,0.689,-4.027,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,1217237
482,83,241,0.859,0.6,-4.63,0.301,0.071,0.0,0.353,0.568,123.017,244761,1216424
483,84,9,0.729,0.726,-3.208,0.0422,0.223,0.0,0.101,0.876,92.025,217130,1209013
485,86,5169,0.674,0.881,-2.853,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,1206182
486,87,5636,0.866,0.438,-8.943,0.0719,0.177,0.0,0.0743,0.695,129.039,223258,1203018
488,89,5156,0.579,0.904,-2.729,0.0618,0.193,0.0,0.064,0.681,82.014,190947,1196506
489,90,2,0.87,0.706,-5.395,0.126,0.0253,0.0063,0.0872,0.593,100.013,145800,1167896
492,93,8,0.643,0.594,-5.191,0.0312,0.0695,1.46e-05,0.115,0.195,118.037,250142,1158786
493,94,2,0.738,0.748,-4.902,0.0453,0.182,0.0,0.11,0.896,94.949,217253,1158296
494,95,5447,0.664,0.666,-2.203,0.0446,0.193,0.0,0.0854,0.405,139.987,210560,1147002
496,97,5130,0.732,0.463,-6.972,0.0287,0.374,0.0,0.194,0.397,95.971,212607,1130224
497,98,52,0.78,0.759,-3.292,0.225,0.462,0.000868,0.143,0.579,91.952,201040,1127842
498,99,174,0.746,0.45,-8.543,0.0872,0.0407,0.0,0.172,0.336,95.998,232853,1112681
499,100,2500,0.795,0.885,-4.129,0.0716,0.0372,0.00754,0.285,0.46,126.038,169998,1112155
500,101,2500,0.748,0.789,-4.579,0.103,0.262,0.0,0.13,0.671,147.957,157133,1101300
501,102,5060,0.941,0.758,-6.47,0.17,0.0256,0.00258,0.193,0.683,128.017,157093,1092098
502,103,78,0.727,0.815,-2.454,0.153,0.0258,0.0,0.231,0.677,176.075,216067,1091788
503,104,66,0.668,0.684,-5.937,0.0527,0.627,0.0,0.923,0.7,108.138,187986,1090384
504,105,2500,0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881,212500,1086127
506,107,30,0.731,0.832,-2.592,0.0503,0.273,0.0,0.0665,0.94,146.013,178613,1072584
507,108,4978,0.741,0.52,-7.513,0.0656,0.45,1.97e-06,0.222,0.347,102.998,171030,1067704
509,110,11,0.795,0.715,-3.582,0.0838,0.141,2.12e-06,0.179,0.758,165.941,304733,1062105
510,111,2589,0.73,0.644,-4.124,0.132,0.0933,4.56e-06,0.143,0.554,174.101,204907,1055995
511,112,1,0.831,0.502,-4.045,0.046,0.101,0.0,0.122,0.101,100.541,205427,1055526
512,113,4960,0.795,0.783,-4.271,0.0432,0.361,0.0,0.437,0.799,92.01,266087,1052851
513,114,4965,0.657,0.768,-4.628,0.0507,0.108,0.0,0.144,0.759,75.025,186223,1048004
515,116,18,0.752,0.488,-7.05,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,201661,1042559
516,117,12,0.768,0.652,-2.708,0.307,0.113,0.0,0.107,0.777,154.187,144935,1027260
518,119,4964,0.665,0.712,-7.536,0.0527,0.00103,0.00333,0.102,0.669,93.992,157220,1008703
519,120,4970,0.74,0.498,-6.684,0.0456,0.0169,0.00282,0.319,0.652,98.016,207039,1000343
520,121,11,0.826,0.773,-4.218,0.0524,0.323,0.0,0.143,0.761,126.899,238200,998072
521,122,1,0.696,0.454,-6.756,0.153,0.123,0.0,0.155,0.136,92.928,260640,989609
522,123,13,0.563,0.564,-7.906,0.271,0.114,0.0254,0.304,0.55,154.355,162596,987798
523,124,4964,0.9,0.4,-8.575,0.127,0.0516,0.0,0.0599,0.346,135.984,197573,981338
524,125,18,0.667,0.583,-5.127,0.0747,0.231,4.48e-05,0.181,0.187,92.043,181806,980529
525,126,6,0.905,0.389,-14.505,0.332,0.74,0.162,0.106,0.196,120.046,193143,978975
526,127,7,0.762,0.7,-6.021,0.0694,0.00261,1.56e-05,0.153,0.608,116.073,209320,974609
527,128,159,0.694,0.77,-5.335,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,973121
528,129,367,0.323,0.405,-8.533,0.0413,0.849,0.000544,0.138,0.274,145.104,194848,964122
529,130,23,0.584,0.607,-6.605,0.0356,0.426,0.0,0.101,0.374,117.817,194827,962260
530,131,3,0.68,0.578,-5.804,0.04,0.331,0.0,0.135,0.341,145.038,231267,960814
531,132,4970,0.765,0.523,-4.333,0.03,0.184,3.56e-05,0.132,0.394,104.988,217307,959915
532,133,20,0.882,0.602,-5.554,0.245,0.0177,0.0,0.178,0.43,142.959,183011,955534
533,134,12,0.876,0.662,-6.482,0.426,0.0608,0.0,0.127,0.844,75.445,163320,954353
534,135,8,0.845,0.631,-8.206,0.216,0.188,0.0,0.0806,0.545,111.983,279907,936278
535,136,2500,0.632,0.686,-7.665,0.243,0.549,0.0,0.2,0.329,89.949,170770,926044
536,137,17,0.781,0.768,-5.991,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,213309,925824
537,138,4968,0.74,0.613,-4.88,0.145,0.258,0.00372,0.123,0.473,75.023,166606,911070
540,141,9,0.725,0.79,-2.331,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773,902847
541,142,5193,0.68,0.869,-1.94,0.0589,0.178,0.0,0.223,0.924,173.997,143448,896797
542,143,38,0.826,0.73,-3.032,0.0809,0.383,0.000374,0.0197,0.605,150.134,157600,895259
543,144,219,0.591,0.841,-4.351,0.0304,0.0119,0.0,0.395,0.392,109.034,158805,880314
544,145,4986,0.689,0.516,-5.857,0.0444,0.513,0.0,0.163,0.209,124.876,190920,879942
545,146,4973,0.691,0.823,-4.197,0.0623,0.487,0.0,0.134,0.87,123.935,191467,879430
546,147,274,0.59,0.642,-3.87,0.122,0.0771,0.0,0.105,0.651,107.356,174444,877025
547,148,248,0.932,0.778,-3.384,0.0638,0.212,0.0,0.168,0.933,124.996,188613,876668
548,149,5003,0.491,0.461,-5.646,0.0424,0.44,0.0,0.232,0.32,87.808,200756,876457
549,150,5148,0.708,0.186,-8.953,0.0422,0.868,0.0,0.0779,0.321,72.541,156107,876435
550,151,1,0.817,0.539,-6.349,0.0621,0.0141,0.000496,0.099,0.158,97.062,210368,875888
551,152,223,0.801,0.795,-5.115,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,875860
553,154,34,0.802,0.645,-6.181,0.0715,0.272,0.0,0.119,0.376,100.001,157202,870986
554,155,2,0.639,0.791,-4.443,0.253,0.0275,0.0,0.362,0.939,92.603,222347,864612
556,157,1,0.792,0.625,-5.609,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987,859523
558,159,78,0.711,0.757,-4.188,0.29,0.268,0.0,0.367,0.724,174.013,218587,854195
559,160,33,0.703,0.594,-6.146,0.0752,0.342,0.0,0.123,0.475,153.848,114893,853642
561,162,4967,0.777,0.712,-4.84,0.277,0.217,0.0,0.091,0.68,95.692,175733,846816
562,163,470,0.932,0.547,-7.787,0.333,0.0388,0.0,0.0924,0.695,94.998,176640,844713
563,164,96,0.596,0.854,-5.114,0.463,0.0169,0.0,0.124,0.152,120.274,203418,842203
564,165,48,0.671,0.712,-7.815,0.0476,0.429,0.0,0.103,0.462,113.805,248440,839585
567,168,4994,0.837,0.364,-11.713,0.276,0.149,0.0,0.271,0.463,123.984,213594,836405
568,169,356,0.528,0.511,-8.144,0.0324,0.126,0.0,0.101,0.351,100.1,209880,833177
570,171,2500,0.743,0.709,-3.922,0.0879,0.0451,5.18e-06,0.0809,0.831,170.001,258600,827729
572,173,216,0.752,0.764,-4.399,0.038,0.0476,9.44e-05,0.0543,0.582,121.958,163216,826551
573,174,4982,0.771,0.671,-5.617,0.0553,0.00929,0.0,0.0637,0.714,85.026,171360,819482
574,175,33,0.907,0.53,-6.112,0.127,0.0578,2.23e-06,0.101,0.507,135.998,113000,817877
576,177,568,0.733,0.859,-5.03,0.033,0.479,0.0645,0.105,0.52,124.948,147840,815081
577,178,77,0.795,0.496,-5.883,0.0722,0.108,0.0,0.0645,0.874,94.01,183000,809823
578,179,55,0.753,0.657,-3.061,0.0449,0.171,0.0,0.112,0.437,107.01,184732,809117
579,180,5261,0.815,0.518,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891,177667,809098
580,181,14,0.605,0.822,-4.833,0.0438,0.00671,0.134,0.147,0.288,167.997,187147,808876
581,182,4993,0.697,0.683,-2.881,0.117,0.0372,0.0,0.137,0.603,96.133,186987,807597
582,183,2500,0.499,0.8,-2.665,0.0502,0.0906,0.0,0.147,0.272,139.919,229573,803308
583,184,6,0.475,0.37,-7.725,0.0361,0.819,0.0577,0.0841,0.157,144.828,200560,803239
584,185,37,0.748,0.648,-6.445,0.0816,0.484,0.0,0.126,0.726,139.952,123560,803041
585,186,2500,0.784,0.517,-8.981,0.209,0.0249,1.44e-06,0.155,0.206,97.991,200187,802715
588,189,626,0.832,0.55,-7.026,0.0587,0.249,8.17e-06,0.182,0.881,154.064,152784,798360
589,190,5750,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,797931
590,191,71,0.77,0.882,-4.792,0.0602,0.194,0.0,0.316,0.385,99.991,223523,795764
591,192,4965,0.594,0.798,-5.244,0.0844,0.115,0.0,0.143,0.381,142.049,191840,794299
592,193,5002,0.752,0.505,-7.621,0.253,0.535,2.55e-06,0.104,0.419,91.97,197437,789142
593,194,4962,0.695,0.719,-5.938,0.0903,0.227,0.000171,0.0884,0.781,180.074,175187,788727
595,196,4961,0.649,0.798,-4.346,0.178,0.226,0.0,0.0711,0.857,177.899,230413,774785
596,197,53,0.528,0.87,-3.123,0.0851,0.24,0.0,0.333,0.714,152.37,181930,774691
597,198,8,0.594,0.676,-5.808,0.344,0.135,0.0,0.163,0.472,143.477,181145,770892
598,199,6,0.726,0.444,-8.922,0.372,0.283,0.143,0.177,0.569,185.044,168840,766712
599,200,50,0.67,0.668,-4.306,0.0422,0.536,0.0,0.133,0.608,88.033,179053,758293
610,11,51,0.767,0.709,-4.47,0.336,0.323,0.0,0.0676,0.72,171.993,258639,2701993
612,13,2500,0.861,0.603,-5.788,0.176,0.0521,0.0,0.0924,0.504,98.043,228760,2634804
614,15,1,0.889,0.496,-6.365,0.0905,0.259,0.0,0.252,0.544,86.003,180522,2458728
623,24,241,0.729,0.625,-5.266,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,2057670
624,25,107,0.601,0.794,-5.844,0.0671,0.00987,1.36e-06,0.388,0.244,114.066,217467,2035367
626,27,2500,0.703,0.723,-5.45,0.0412,0.0302,2.06e-06,0.126,0.288,104.969,198903,2019875
629,30,5,0.714,0.474,-4.993,0.039,0.374,0.0,0.106,0.376,62.484,212293,1922801
631,32,20,0.897,0.662,-6.903,0.292,0.0852,0.0,0.534,0.389,112.511,145543,1895716
632,33,2500,0.575,0.758,-5.029,0.0618,0.0954,0.0,0.394,0.493,144.107,182623,1839503
634,35,4964,0.596,0.552,-10.278,0.097,0.0765,0.334,0.104,0.112,97.949,229320,1749792
635,36,9,0.751,0.665,-3.083,0.124,0.265,0.0,0.0515,0.698,95.239,219357,1744253
638,39,59,0.74,0.622,-4.608,0.0446,0.0357,4.85e-05,0.356,0.556,104.966,222707,1630085
639,40,123,0.553,0.586,-6.319,0.0362,0.697,0.0,0.0813,0.443,126.684,196373,1629851
640,41,1,0.835,0.626,-5.833,0.125,0.0589,6e-05,0.396,0.35,91.03,217925,1629057
641,42,4962,0.754,0.805,-4.249,0.0752,0.315,0.0,0.203,0.555,93.982,176133,1603108
642,43,45,0.884,0.559,-7.442,0.12,0.0236,0.0,0.101,0.342,97.994,232959,1581311
643,44,4960,0.743,0.73,-4.314,0.125,0.287,8.1e-05,0.0778,0.15,179.972,197968,1577754
644,45,9,0.788,0.771,-3.206,0.0563,0.291,5.62e-05,0.172,0.701,99.038,207853,1577162
646,47,4964,0.551,0.44,-8.559,0.0985,0.606,3.02e-05,0.11,0.341,167.923,210667,1524560
647,48,4968,0.921,0.537,-5.723,0.0804,0.556,0.00404,0.102,0.711,128.009,135090,1523813
650,51,5015,0.665,0.699,-5.265,0.0578,0.423,0.0,0.0969,0.585,124.896,190932,1480532
651,52,5302,0.792,0.743,-2.806,0.0851,0.107,0.0,0.183,0.742,150.024,195637,1472419
652,53,76,0.8,0.578,-5.144,0.0485,0.00381,0.0,0.367,0.367,143.01,203161,1436847
653,54,7,0.675,0.729,-4.383,0.146,0.0557,0.0,0.189,0.63,99.986,190560,1427847
654,55,14,0.383,0.637,-6.993,0.0703,0.0722,0.0,0.368,0.0827,177.913,260773,1415657
656,57,4980,0.626,0.88,-2.384,0.0504,0.205,0.0,0.128,0.534,95.079,202621,1371539
658,59,4968,0.735,0.525,-2.939,0.0441,0.653,0.918,0.101,0.369,160.147,157777,1356524
659,60,19,0.89,0.607,-6.916,0.124,0.158,0.000228,0.118,0.224,134.022,233040,1341803
660,61,5,0.699,0.713,-5.507,0.0594,0.04,3.11e-06,0.294,0.354,121.993,205920,1325161
661,62,65,0.687,0.785,-4.65,0.0333,0.327,0.0,0.203,0.655,106.046,194408,1310529
662,63,7,0.836,0.544,-5.975,0.0943,0.0403,0.0,0.0824,0.51,97.028,217947,1304224
663,64,3,0.75,0.56,-8.094,0.105,0.546,0.0,0.111,0.459,140.06,221440,1292865
664,65,30,0.709,0.771,-4.598,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,1289477
665,66,9,0.635,0.902,-3.559,0.109,0.172,0.0,0.125,0.286,102.063,217822,1285950
667,68,193,0.673,0.735,-4.733,0.0457,0.286,0.0,0.242,0.754,115.744,201287,1263996
668,69,58,0.791,0.587,-5.075,0.0413,0.407,0.0,0.148,0.536,96.057,179449,1262509
670,71,1,0.912,0.412,-8.074,0.123,0.0165,0.0126,0.104,0.423,154.983,238614,1243848
671,72,10,0.95,0.59,-6.508,0.29,0.00534,0.0,0.11,0.219,130.003,183527,1238582
672,73,4962,0.786,0.764,-2.935,0.0798,0.122,0.0,0.102,0.913,90.979,163880,1235818
673,74,19,0.837,0.636,-7.643,0.086,0.0395,0.00125,0.342,0.274,145.972,288624,1230233
674,75,84,0.745,0.715,-3.368,0.245,0.128,0.0,0.182,0.342,94.513,136032,1227219
675,76,51,0.772,0.732,-3.713,0.213,0.307,5.14e-06,0.106,0.295,100.048,254383,1227104
676,77,5024,0.475,0.846,-3.344,0.283,0.275,0.0,0.0824,0.451,96.036,191120,1222534
677,78,14,0.704,0.611,-6.112,0.0409,0.217,0.0,0.0812,0.22,100.0,189467,1201259
678,79,23,0.693,0.575,-6.998,0.0801,0.374,0.0,0.252,0.492,117.999,211362,1188297
679,80,103,0.538,0.409,-6.581,0.0505,0.172,0.0,0.11,0.265,171.838,205440,1181650
680,81,2,0.747,0.74,-4.325,0.191,0.0165,9.94e-05,0.101,0.552,176.059,158800,1179521
681,82,105,0.903,0.675,-3.445,0.214,0.542,1.28e-05,0.0595,0.442,96.507,417920,1174914
682,83,6,0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,200186,1163740
683,84,2,0.703,0.66,-5.119,0.123,0.137,0.0,0.192,0.79,95.031,198947,1138880
685,86,9,0.8,0.355,-10.47,0.0895,0.616,0.0,0.118,0.253,145.929,228493,1124211
686,87,91,0.638,0.717,-4.722,0.0337,0.346,0.0,0.105,0.249,100.027,180000,1122307
687,88,9,0.719,0.825,-3.627,0.0424,0.689,0.0,0.103,0.789,100.006,206550,1101373
688,89,4992,0.901,0.522,-8.304,0.33,0.0114,0.0,0.259,0.329,104.053,127947,1100846
689,90,2500,0.736,0.622,-4.653,0.133,0.0235,0.0,0.151,0.506,191.971,192779,1091581
690,91,9,0.79,0.631,-5.549,0.0425,0.437,0.0,0.158,0.889,94.039,190005,1086961
692,93,2500,0.653,0.809,-4.057,0.0474,0.194,0.0,0.165,0.55,92.213,210773,1074474
693,94,4968,0.78,0.492,-3.4,0.0671,0.0643,0.0313,0.174,0.374,143.983,94246,1066980
694,95,84,0.931,0.387,-9.127,0.412,0.088,0.0,0.136,0.376,125.978,179405,1065311
695,96,1,0.585,0.909,-6.474,0.0707,0.0891,9.7e-05,0.119,0.758,93.372,210747,1057564
